Id,Start time,Completion time,Email,Name,Gender,Age Group,Educational Background,Job Position,Years of Experience in Current Role,Industry Sector,Company Size,Employment Status,Marital Status,Geographic Location,Table 1 : Workplace Policies and Practices.Equal Pay: Men and women are paid equally for the same work at MyCompany.,Table 1 : Workplace Policies and Practices.Promotion Opportunities: Both genders have equal opportunities for career advancement at MyCompany.,Table 1 : Workplace Policies and Practices.Harassment Policies: There are clear policies and procedures in place to address gender-based harassment at MyCompany.,Table 1 : Workplace Policies and Practices.Parental Leave: Parental leave policies are equitable for both men and women at MyCompany.,Table 1 : Workplace Policies and Practices.Flexible Work Arrangements: Flexible work arrangements are accessible to all employees regardless of gender at MyCompany.,Table 2 : Workplace Environment.Inclusive Culture: The workplace fosters an inclusive culture where everyone feels respected and valued at MyCompany.,Table 2 : Workplace Environment.Work-Life Balance: Both men and women are supported in maintaining a healthy work-life balance at MyCompany.,Table 2 : Workplace Environment.Training and Development: Training and development opportunities are equally available to all employees at MyCompany.,Table 2 : Workplace Environment.Gender Bias: Gender biases are actively addressed and mitigated in the workplace at MyCompany.,Table 2 : Workplace Environment.Employee Well-being: Employee well-being initiatives consider gender-specific needs and concerns at MyCompany.,Table 3 : Leadership and Representation.Gender Diversity in Leadership: Leadership positions at MyCompany demonstrate gender diversity.,Table 3 : Leadership and Representation.Mentorship Programs: Mentorship programs at MyCompany are available to support career growth for all genders.,Table 3 : Leadership and Representation.Gender Representation in Decision-making: Both genders are represented in decision-making processes at MyCompany.,Table 3 : Leadership and Representation.Recognition of Women Leaders: Contributions of women leaders at MyCompany are acknowledged and celebrated.,Table 3 : Leadership and Representation.Gender Bias Training: Training programs are conducted at MyCompany to raise awareness about gender biases.,Table 4: Work-Life Balance.Family Support Policies: MyCompany offers supportive policies for employees with family responsibilities.,Table 4: Work-Life Balance.Remote Work Opportunities: Remote work options are available at MyCompany for employees needing flexibility.,Table 4: Work-Life Balance.Workload Distribution: Workloads at MyCompany are distributed fairly regardless of gender.,Table 4: Work-Life Balance.Childcare Assistance: MyCompany provides childcare assistance or subsidies.,Table 4: Work-Life Balance.Stress Management Resources: Resources for managing work-related stress are accessible to all employees at MyCompany.,Table 5: Career Development and Opportunities.Training Accessibility: Training and development programs at MyCompany are equally accessible to all genders.,Table 5: Career Development and Opportunities.Leadership Track: Both men and women have equal access to leadership development programs at MyCompany.,Table 5: Career Development and Opportunities.Promotion Transparency: Promotion processes at MyCompany are transparent and free from gender bias.,Table 5: Career Development and Opportunities.Skill Recognition: Skills and competencies at MyCompany are recognized and rewarded regardless of gender.,Table 5: Career Development and Opportunities.Networking Opportunities: Networking opportunities for career advancement are equally available to all employees at MyCompany.,Table 6 : Perception of Gender Inequality Assessment.Promotion Opportunities,Table 6 : Perception of Gender Inequality Assessment.Harassment Policies,Table 6 : Perception of Gender Inequality Assessment.Flexible Work Arrangements,Table 6 : Perception of Gender Inequality Assessment.Gender Representation in Decision-making,Table 6 : Perception of Gender Inequality Assessment.Recognition of Women Leaders,Any other feedback you want to provide?
127,3/27/24 17:43:58,3/27/24 17:47:30,anonymous,,Female,18 to 25,High school Diploma,Entry-Level,Less than 1 year,Education,Small (1-50 employees),Full-time,Single,Urban,Agree 4,Strongly agree -5,Agree 4,Neither agree nor disagree -3,Agree 4,Agree -4,Neither agree nor disagree -3,Agree -4,Strongly agree -5,Agree -4,Disagree -2,Neither agree nor disagree -3,Disagree -2,Disagree -2,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Neither agree nor disagree -3,Strongly agree -5,Disagree -2,Agree -4,No
128,3/27/24 17:49:39,3/27/24 17:53:07,anonymous,,Female,36 to 45,Bachelor's Degree,Mid-Level,8 to 10 years,Education,Small (1-50 employees),Full-time,Married,Urban,Agree 4,Agree 4,Agree 4,Agree 4,Agree 4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,
129,3/27/24 18:03:39,3/27/24 18:08:25,anonymous,,Male,46 to 55 ,Bachelor's Degree,Mid-Level,More than 10 years,Education,Small (1-50 employees),Full-time,Married,Urban,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Agree -4,Strongly agree -5,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Strongly Agree -5,Agree -4,Agree -4,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,
130,3/28/24 9:02:54,3/28/24 9:07:04,anonymous,,Male,46 to 55 ,Bachelor's Degree,Senior-Level,More than 10 years,Education,Small (1-50 employees),Full-time,Married,Urban,Strongly agree -5,Strongly agree -5,Strongly agree -5,Agree 4,Agree 4,Strongly agree -5,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,
131,3/28/24 9:22:36,3/28/24 9:27:23,anonymous,,Female,26 to 35,Bachelor's Degree,Mid-Level,4 to 7 years,Technology,Large (501+ employees),Full-time,Single,Urban,Strongly agree -5,Strongly agree -5,Agree 4,Agree 4,Agree 4,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Strongly agree -5,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,
132,3/29/24 7:59:09,3/29/24 8:01:00,anonymous,,Female,26 to 35,Bachelor's Degree,Mid-Level,1 to 3 years,Finance,Small (1-50 employees),Full-time,Married,Suburban,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly Agree -5,Strongly Agree -5,Strongly Agree -5,Strongly Agree -5,Strongly Agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,
133,3/29/24 8:01:07,3/29/24 8:02:13,anonymous,,Male,18 to 25,High school Diploma,Entry-Level,Less than 1 year,Finance,Small (1-50 employees),Full-time,Single,Suburban,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly Agree -5,Strongly Agree -5,Strongly Agree -5,Strongly Agree -5,Strongly Agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,
134,3/29/24 8:02:15,3/29/24 8:03:21,anonymous,,Male,46 to 55 ,Bachelor's Degree,Mid-Level,1 to 3 years,Finance,Medium (51-500 employees),Full-time,Married,Suburban,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,
135,3/29/24 8:03:26,3/29/24 8:05:36,anonymous,,Female,18 to 25,High school Diploma,Entry-Level,1 to 3 years,Finance,Small (1-50 employees),Full-time,Single,Urban,Agree 4,Strongly agree -5,Disagree -2,Strongly agree -5,Agree 4,Agree -4,Strongly agree -5,Agree -4,Strongly agree -5,Agree -4,Strongly agree -5,Agree -4,Strongly agree -5,Agree -4,Strongly agree -5,Agree -4,Strongly agree -5,Agree -4,Strongly agree -5,Agree -4,Strongly Agree -5,Agree -4,Strongly Agree -5,Agree -4,Strongly Agree -5,Strongly agree -5,Agree -4,Strongly agree -5,Agree -4,Strongly agree -5,
136,3/29/24 17:38:42,3/29/24 17:43:42,anonymous,,Male,36 to 45,Master's Degree,Senior-Level,More than 10 years,Education,Small (1-50 employees),Full-time,Married,Suburban,Strongly agree -5,Strongly agree -5,Agree 4,Agree 4,Agree 4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,
137,3/29/24 18:07:27,3/29/24 18:10:55,anonymous,,Female,18 to 25,Bachelor's Degree,Entry-Level,Less than 1 year,Education,Small (1-50 employees),Full-time,Single,Urban,Agree 4,Agree 4,Agree 4,Agree 4,Agree 4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,
138,3/29/24 18:12:38,3/29/24 18:14:29,anonymous,,Female,18 to 25,Bachelor's Degree,Entry-Level,Less than 1 year,Education,Small (1-50 employees),Full-time,Single,Urban,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,
139,3/29/24 18:18:25,3/29/24 18:19:51,anonymous,,Male,26 to 35,Master's Degree,Senior-Level,More than 10 years,Education,Medium (51-500 employees),Full-time,Married,Urban,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,
140,3/29/24 19:57:04,3/29/24 19:58:54,anonymous,,Female,18 to 25,Bachelor's Degree,Entry-Level,Less than 1 year,Education,Small (1-50 employees),Part-time,Single,Rural,Agree 4,Agree 4,Agree 4,Agree 4,Agree 4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,
141,3/29/24 20:28:15,3/29/24 20:29:44,anonymous,,Male,18 to 25,Bachelor's Degree,Mid-Level,Less than 1 year,Education,Small (1-50 employees),Part-time,Single,Urban,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Disagree -2,Disagree -2,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,
142,4/2/24 13:59:04,4/2/24 14:00:46,anonymous,,Female,36 to 45,Master's Degree,Senior-Level,More than 10 years,Education,Small (1-50 employees),Full-time,Married,Urban,Agree 4,Agree 4,Agree 4,Agree 4,Agree 4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Agree -4,
143,4/2/24 14:01:11,4/2/24 14:02:51,anonymous,,Male,26 to 35,Bachelor's Degree,Mid-Level,1 to 3 years,Education,Small (1-50 employees),Full-time,Single,Urban,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,
144,4/2/24 14:05:29,4/2/24 14:07:21,anonymous,,Male,18 to 25,Bachelor's Degree,Entry-Level,Less than 1 year,Education,Small (1-50 employees),Part-time,Single,Urban,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree 4,Agree 4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,
145,4/3/24 9:47:26,4/3/24 9:49:12,anonymous,,Male,26 to 35,Bachelor's Degree,Mid-Level,Less than 1 year,Education,Small (1-50 employees),Full-time,Single,Urban,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,
146,4/3/24 10:09:24,4/3/24 10:11:19,anonymous,,Female,26 to 35,Bachelor's Degree,Mid-Level,Less than 1 year,Education,Small (1-50 employees),Full-time,Single,Urban,Agree 4,Agree 4,Agree 4,Agree 4,Agree 4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,
147,4/4/24 21:55:00,4/4/24 21:56:41,anonymous,,Female,26 to 35,Bachelor's Degree,Mid-Level,4 to 7 years,Education,Small (1-50 employees),Full-time,Married,Urban,Agree 4,Neither agree nor disagree -3,Agree 4,Neither agree nor disagree -3,Agree 4,Agree -4,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Agree -4,
148,4/4/24 21:56:49,4/4/24 21:58:17,anonymous,,Male,26 to 35,Master's Degree,Mid-Level,4 to 7 years,Education,Medium (51-500 employees),Full-time,Married,Suburban,Agree 4,Agree 4,Agree 4,Agree 4,Agree 4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,
149,4/4/24 22:00:13,4/4/24 22:01:29,anonymous,,Female,36 to 45,Master's Degree,Mid-Level,More than 10 years,Education,Medium (51-500 employees),Full-time,Married,Urban,Agree 4,Agree 4,Agree 4,Agree 4,Agree 4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,
150,4/7/24 8:43:16,4/7/24 8:44:36,anonymous,,Male,36 to 45,Master's Degree,Mid-Level,More than 10 years,Education,Small (1-50 employees),Full-time,Married,Urban,Agree 4,Agree 4,Agree 4,Agree 4,Agree 4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,
151,4/7/24 11:20:05,4/7/24 11:22:02,anonymous,,Female,36 to 45,Ph.D. or Equivalent,Managerial,8 to 10 years,Manufacturing,Large (501+ employees),Full-time,Married,Urban,Strongly agree -5,Strongly agree -5,Strongly agree -5,Agree 4,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Strongly agree -5,Strongly agree -5,Strongly agree -5,Agree -4,Strongly agree -5,Agree -4,Strongly agree -5,Agree -4,Neither agree nor disagree -3,Agree -4,Strongly agree -5,Strongly agree -5,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Strongly agree -5,Agree -4,Strongly agree -5,Agree -4,Strongly agree -5,
152,4/7/24 15:06:08,4/7/24 15:08:25,anonymous,,Female,46 to 55 ,Master's Degree,Senior-Level,More than 10 years,Education,Medium (51-500 employees),Full-time,Married,Urban,Agree 4,Agree 4,Agree 4,Agree 4,Agree 4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,
153,4/7/24 21:15:21,4/7/24 21:17:04,anonymous,,Female,36 to 45,Master's Degree,Senior-Level,More than 10 years,Education,Medium (51-500 employees),Full-time,Married,Urban,Agree 4,Agree 4,Agree 4,Agree 4,Agree 4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Neither agree nor disagree -3,
154,4/9/24 12:05:59,4/9/24 12:07:56,anonymous,,Male,36 to 45,Master's Degree,Senior-Level,More than 10 years,Education,Medium (51-500 employees),Full-time,Married,Urban,Agree 4,Agree 4,Agree 4,Agree 4,Agree 4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,
155,4/17/24 10:36:55,4/17/24 10:38:18,anonymous,,Female,Above 55,Bachelor's Degree,Managerial,More than 10 years,Manufacturing,Large (501+ employees),Full-time,Married,Urban,Neither agree nor disagree -3,Disagree -2,Neither agree nor disagree -3,Agree 4,Agree 4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Strongly disagree -1,Disagree -2,Neither agree nor disagree -3,Disagree -2,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Agree -4,Strongly agree -5,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,
156,4/17/24 10:38:25,4/17/24 10:40:06,anonymous,,Male,36 to 45,Bachelor's Degree,Senior-Level,8 to 10 years,Manufacturing,Large (501+ employees),Full-time,Single,Suburban,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree 4,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Strongly agree -5,Agree -4,Strongly agree -5,Agree -4,Strongly disagree -1,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,
157,4/17/24 10:40:11,4/17/24 10:41:35,anonymous,,Female,46 to 55 ,High school Diploma,Mid-Level,4 to 7 years,Manufacturing,Large (501+ employees),Full-time,Widowed,Rural,Neither agree nor disagree -3,Agree 4,Agree 4,Neither agree nor disagree -3,Agree 4,Neither agree nor disagree -3,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Strongly Agree -5,Agree -4,Agree -4,Neither agree nor disagree -3,Disagree -2,Neither agree nor disagree -3,Strongly agree -5,
158,4/17/24 10:42:02,4/17/24 10:43:28,anonymous,,Female,36 to 45,Ph.D. or Equivalent,Managerial,8 to 10 years,Manufacturing,Large (501+ employees),Part-time,Married,Suburban,Neither agree nor disagree -3,Agree 4,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree 4,Agree -4,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,
159,4/17/24 10:43:34,4/17/24 10:45:16,anonymous,,Female,Above 55,Bachelor's Degree,Senior-Level,More than 10 years,Manufacturing,Medium (51-500 employees),Full-time,Divorced,Suburban,Agree 4,Agree 4,Strongly agree -5,Agree 4,Agree 4,Strongly agree -5,Agree -4,Agree -4,Agree -4,Agree -4,Disagree -2,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Strongly agree -5,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Disagree -2,Agree -4,Disagree -2,Disagree -2,Neither agree nor disagree -3,Agree -4,Disagree -2,Neither agree nor disagree -3,Strongly Disagree ,
160,4/17/24 12:55:47,4/17/24 12:57:13,anonymous,,Male,46 to 55 ,Bachelor's Degree,Mid-Level,More than 10 years,Healthcare,Medium (51-500 employees),Full-time,Married,Urban,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,
161,4/17/24 20:29:10,4/17/24 20:31:19,anonymous,,Female,46 to 55 ,High school Diploma,Mid-Level,More than 10 years,Healthcare,Small (1-50 employees),Full-time,Married,Rural,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Strongly disagree -1,Disagree -2,Disagree -2,Neither agree nor disagree -3,Strongly agree -5,Neither agree nor disagree -3,Neither agree nor disagree -3,Strongly agree -5,Strongly disagree -1,Agree -4,Strongly disagree -1,Neither agree nor disagree -3,Strongly agree -5,Strongly disagree -1,Strongly agree -5,Strongly Agree -5,Agree -4,Strongly Agree -5,Neither agree nor disagree -3,Strongly Agree -5,Agree -4,Strongly agree -5,Strongly agree -5,Agree -4,Agree -4,
